SRX,index,!Sample_geo_accession,!Sample_status,!Sample_submission_date,!Sample_last_update_date,!Sample_type,!Sample_channel_count,!Sample_source_name_ch1,!Sample_organism_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_growth_protocol_ch1,!Sample_molecule_ch1,!Sample_extract_protocol_ch1,!Sample_extract_protocol_ch1,!Sample_taxid_ch1,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_platform_id,!Sample_contact_name,!Sample_contact_email,!Sample_contact_institute,!Sample_contact_address,!Sample_contact_city,!Sample_contact_zip/postal_code,!Sample_contact_country,!Sample_data_row_count,!Sample_instrument_model,!Sample_library_selection,!Sample_library_source,!Sample_library_strategy,!Sample_relation,!Sample_relation,!Sample_supplementary_file_1,!series_matrix_table_begin,ID_REF,!series_matrix_table_end,ct
SRX197970,D14_704_506B,GSM2253395,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: early 32 cell,strain: CD1,lineage: TE,embryo derived from: E32_2,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448985,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979706,NONE,,GSM2253395,,E3.25-TE
SRX197970,D17_504_701B,GSM2253396,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: early 32 cell,strain: CD1,lineage: TE,embryo derived from: E32_2,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448984,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979707,NONE,,GSM2253396,,E3.25-TE
SRX197970,D18_504_702B,GSM2253397,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: early 32 cell,strain: CD1,lineage: TE,embryo derived from: E32_2,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448983,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979708,NONE,,GSM2253397,,E3.25-TE
SRX197970,D19_504_703B,GSM2253398,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: early 32 cell,strain: CD1,lineage: TE,embryo derived from: E32_2,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448982,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979709,NONE,,GSM2253398,,E3.25-TE
SRX197971,D20_504_704B,GSM2253399,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: early 32 cell,strain: CD1,lineage: TE,embryo derived from: E32_2,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448916,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979710,NONE,,GSM2253399,,E3.25-TE
SRX197971,D21_504_705B,GSM2253400,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: early 32 cell,strain: CD1,lineage: TE,embryo derived from: E32_2,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448914,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979711,NONE,,GSM2253400,,E3.25-TE
SRX197971,D22_504_706B,GSM2253401,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: early 32 cell,strain: CD1,lineage: TE,embryo derived from: E32_2,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448981,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979712,NONE,,GSM2253401,,E3.25-TE
SRX197971,D23_504_707B,GSM2253402,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: early 32 cell,strain: CD1,lineage: ICM,embryo derived from: E32_2,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448980,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979713,NONE,,GSM2253402,,E3.25-ICM
SRX197971,D26_707_502B,GSM2253403,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: early 32 cell,strain: CD1,lineage: TE,embryo derived from: E32_2,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448979,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979714,NONE,,GSM2253403,,E3.25-TE
SRX197971,D3_517_703B,GSM2253404,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: early 32 cell,strain: CD1,lineage: ICM,embryo derived from: E32_1,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448978,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979715,NONE,,GSM2253404,,E3.25-ICM
SRX197971,D4_517_704B,GSM2253405,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: early 32 cell,strain: CD1,lineage: ICM,embryo derived from: E32_1,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448977,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979716,NONE,,GSM2253405,,E3.25-ICM
SRX197971,D5_517_705B,GSM2253406,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: early 32 cell,strain: CD1,lineage: TE,embryo derived from: E32_1,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448976,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979717,NONE,,GSM2253406,,E3.25-TE
