Comment[ENA_RUN],Source Name,Comment[ENA_SAMPLE],Characteristics[organism],Characteristics[strain],Characteristics[developmental stage],Characteristics[organism part],Characteristics[cell type],Characteristics[division pattern],Characteristics[single cell well quality],Characteristics[batch],Material Type,Protocol REF,Protocol REF.1,Protocol REF.2,Extract Name,Material Type.1,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[NOMINAL_LENGTH],Comment[NOMINAL_SDEV],Comment[single cell isolation],Comment[library construction],Comment[end bias],Comment[input molecule],Comment[primer],Comment[spike in],Comment[spike in dilution],Comment[spike sequence file],Comment[spike concentration file],Protocol REF.3,Performer,Assay Name,Technology Type,Comment[ENA_EXPERIMENT],Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[FASTQ_URI],Comment[SPOT_LENGTH],Comment[READ_INDEX_1_BASE_COORD],Derived Array Data File,Comment [Derived ArrayExpress FTP file],Factor Value[developmental stage],Factor Value[division pattern],Factor Value[single cell identifier],ct
ERR1229153,8cell_2_B,ERS1043844,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,1,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_2_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample91_,sequencing assay,ERX1301205,Goolam_et_al_2015_Batch1_Sample91_2.fq.gz,Goolam_et_al_2015_Batch1_Sample91_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/003/ERR1229153/ERR1229153_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_2_B,8C
ERR1229154,8cell_2_C,ERS1043845,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,1,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_2_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample8_,sequencing assay,ERX1301206,Goolam_et_al_2015_Batch1_Sample8_1.fq.gz,Goolam_et_al_2015_Batch1_Sample8_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/004/ERR1229154/ERR1229154_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_2_C,8C
ERR1229154,8cell_2_C,ERS1043845,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,1,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_2_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample8_,sequencing assay,ERX1301206,Goolam_et_al_2015_Batch1_Sample8_2.fq.gz,Goolam_et_al_2015_Batch1_Sample8_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/004/ERR1229154/ERR1229154_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_2_C,8C
ERR1229155,8cell_2_D,ERS1043846,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,1,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_2_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample20_,sequencing assay,ERX1301207,Goolam_et_al_2015_Batch1_Sample20_1.fq.gz,Goolam_et_al_2015_Batch1_Sample20_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/005/ERR1229155/ERR1229155_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_2_D,8C
ERR1229155,8cell_2_D,ERS1043846,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,1,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_2_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample20_,sequencing assay,ERX1301207,Goolam_et_al_2015_Batch1_Sample20_2.fq.gz,Goolam_et_al_2015_Batch1_Sample20_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/005/ERR1229155/ERR1229155_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_2_D,8C
ERR1229156,8cell_2_E,ERS1043847,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,1,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_2_E,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample32_,sequencing assay,ERX1301208,Goolam_et_al_2015_Batch1_Sample32_1.fq.gz,Goolam_et_al_2015_Batch1_Sample32_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/006/ERR1229156/ERR1229156_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_2_E,8C
ERR1229156,8cell_2_E,ERS1043847,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,1,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_2_E,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample32_,sequencing assay,ERX1301208,Goolam_et_al_2015_Batch1_Sample32_2.fq.gz,Goolam_et_al_2015_Batch1_Sample32_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/006/ERR1229156/ERR1229156_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_2_E,8C
ERR1229157,8cell_2_F,ERS1043848,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,1,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_2_F,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample44_,sequencing assay,ERX1301209,Goolam_et_al_2015_Batch1_Sample44_1.fq.gz,Goolam_et_al_2015_Batch1_Sample44_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/007/ERR1229157/ERR1229157_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_2_F,8C
ERR1229157,8cell_2_F,ERS1043848,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,1,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_2_F,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample44_,sequencing assay,ERX1301209,Goolam_et_al_2015_Batch1_Sample44_2.fq.gz,Goolam_et_al_2015_Batch1_Sample44_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/007/ERR1229157/ERR1229157_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_2_F,8C
ERR1229158,8cell_2_G,ERS1043849,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,1,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_2_G,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample56_,sequencing assay,ERX1301210,Goolam_et_al_2015_Batch1_Sample56_1.fq.gz,Goolam_et_al_2015_Batch1_Sample56_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/008/ERR1229158/ERR1229158_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_2_G,8C
ERR1229158,8cell_2_G,ERS1043849,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,1,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_2_G,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample56_,sequencing assay,ERX1301210,Goolam_et_al_2015_Batch1_Sample56_2.fq.gz,Goolam_et_al_2015_Batch1_Sample56_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/008/ERR1229158/ERR1229158_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_2_G,8C
ERR1229159,8cell_2_H,ERS1043850,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,1,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_2_H,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample68_,sequencing assay,ERX1301211,Goolam_et_al_2015_Batch1_Sample68_1.fq.gz,Goolam_et_al_2015_Batch1_Sample68_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/009/ERR1229159/ERR1229159_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_2_H,8C
ERR1229159,8cell_2_H,ERS1043850,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,1,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_2_H,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch1_Sample68_,sequencing assay,ERX1301211,Goolam_et_al_2015_Batch1_Sample68_2.fq.gz,Goolam_et_al_2015_Batch1_Sample68_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/009/ERR1229159/ERR1229159_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_2_H,8C
ERR1231422,8cell_3_A,ERS1046954,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_3_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample11_,sequencing assay,ERX1303361,Goolam_et_al_2015_Batch2_Sample11_1.fq.gz,Goolam_et_al_2015_Batch2_Sample11_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/002/ERR1231422/ERR1231422_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_3_A,8C
ERR1231422,8cell_3_A,ERS1046954,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_3_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample11_,sequencing assay,ERX1303361,Goolam_et_al_2015_Batch2_Sample11_2.fq.gz,Goolam_et_al_2015_Batch2_Sample11_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/002/ERR1231422/ERR1231422_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_3_A,8C
ERR1231423,8cell_4_A,ERS1046955,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_4_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample12_,sequencing assay,ERX1303362,Goolam_et_al_2015_Batch2_Sample12_1.fq.gz,Goolam_et_al_2015_Batch2_Sample12_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/003/ERR1231423/ERR1231423_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_4_A,8C
ERR1231423,8cell_4_A,ERS1046955,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_4_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample12_,sequencing assay,ERX1303362,Goolam_et_al_2015_Batch2_Sample12_2.fq.gz,Goolam_et_al_2015_Batch2_Sample12_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/003/ERR1231423/ERR1231423_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_4_A,8C
ERR1231424,8cell_3_B,ERS1046956,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_3_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample23_,sequencing assay,ERX1303363,Goolam_et_al_2015_Batch2_Sample23_1.fq.gz,Goolam_et_al_2015_Batch2_Sample23_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/004/ERR1231424/ERR1231424_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_3_B,8C
ERR1231424,8cell_3_B,ERS1046956,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_3_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample23_,sequencing assay,ERX1303363,Goolam_et_al_2015_Batch2_Sample23_2.fq.gz,Goolam_et_al_2015_Batch2_Sample23_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/004/ERR1231424/ERR1231424_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_3_B,8C
ERR1231425,8cell_4_B,ERS1046957,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_4_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample24_,sequencing assay,ERX1303364,Goolam_et_al_2015_Batch2_Sample24_1.fq.gz,Goolam_et_al_2015_Batch2_Sample24_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/005/ERR1231425/ERR1231425_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_4_B,8C
ERR1231425,8cell_4_B,ERS1046957,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_4_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample24_,sequencing assay,ERX1303364,Goolam_et_al_2015_Batch2_Sample24_2.fq.gz,Goolam_et_al_2015_Batch2_Sample24_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/005/ERR1231425/ERR1231425_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_4_B,8C
ERR1231426,8cell_3_C,ERS1046958,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_3_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample35_,sequencing assay,ERX1303365,Goolam_et_al_2015_Batch2_Sample35_1.fq.gz,Goolam_et_al_2015_Batch2_Sample35_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/006/ERR1231426/ERR1231426_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_3_C,8C
ERR1231426,8cell_3_C,ERS1046958,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_3_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample35_,sequencing assay,ERX1303365,Goolam_et_al_2015_Batch2_Sample35_2.fq.gz,Goolam_et_al_2015_Batch2_Sample35_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/006/ERR1231426/ERR1231426_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_3_C,8C
ERR1231427,8cell_4_C,ERS1046959,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_4_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample36_,sequencing assay,ERX1303366,Goolam_et_al_2015_Batch2_Sample36_1.fq.gz,Goolam_et_al_2015_Batch2_Sample36_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/007/ERR1231427/ERR1231427_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_4_C,8C
ERR1231427,8cell_4_C,ERS1046959,Mus musculus,C57BL/6 x CBA,cleavage 8-cell,embryo,blastoderm cell,not applicable,OK,2,cell,P-MTAB-43329,  ,P-MTAB-43332,8cell_4_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:250000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch2_Sample36_,sequencing assay,ERX1303366,Goolam_et_al_2015_Batch2_Sample36_2.fq.gz,Goolam_et_al_2015_Batch2_Sample36_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/007/ERR1231427/ERR1231427_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 8-cell,not applicable,8cell_4_C,8C
